72.069,3.2254e-18,1.6667,920.04,24895
72.083,3.2249e-18,2,920.2,25199
72.097,3.2244e-18,2.3333,920.38,25487
72.111,3.2238e-18,2.6667,920.56,25742
72.125,3.2232e-18,3,920.74,25958
72.139,3.2226e-18,3.3333,920.92,26119
72.153,3.2221e-18,3.6667,921.09,26236
72.167,3.2215e-18,4,921.25,26276
72.181,3.221e-18,4.3333,921.41,26252
72.194,3.2206e-18,4.6667,921.54,26157
72.208,3.2202e-18,5,921.66,25987
72.222,3.2198e-18,5.3333,921.76,25753
72.236,3.2195e-18,5.6667,921.83,25455
72.25,3.2193e-18,6,921.88,25120
72.264,3.2191e-18,6.3333,921.91,24744
72.278,3.219e-18,6.6667,921.93,24359
72.292,3.219e-18,7,921.94,23958
72.306,3.2189e-18,7.3333,921.95,23559
72.319,3.2189e-18,7.6667,921.96,23166
72.333,3.219e-18,8,921.94,22779
72.347,3.219e-18,8.3333,921.91,22418
72.361,3.2191e-18,8.6667,921.85,22072
72.375,3.2193e-18,9,921.78,21765
72.389,3.2195e-18,9.3333,921.7,21496
72.403,3.2198e-18,9.6667,921.59,21275
72.417,3.2201e-18,10,921.47,21100
72.431,3.2205e-18,10.333,921.32,20979
72.444,3.2209e-18,10.667,921.16,20909
72.458,3.2213e-18,11,920.98,20873
72.472,3.2218e-18,11.333,920.8,20880
72.486,3.2223e-18,11.667,920.62,20922
72.5,3.2227e-18,12,920.44,20998
72.514,3.2231e-18,12.333,920.28,21100
72.528,3.2234e-18,12.667,920.13,21228
72.542,3.2237e-18,13,920,21372
72.556,3.2239e-18,13.333,919.88,21522
72.569,3.224e-18,13.667,919.78,21677
72.583,3.2241e-18,14,919.71,21823
72.597,3.2241e-18,14.333,919.64,21963
72.611,3.2241e-18,14.667,919.59,22084
72.625,3.2241e-18,15,919.55,22191
72.639,3.224e-18,15.333,919.53,22277
72.653,3.2239e-18,15.667,919.51,22348
72.667,3.2238e-18,16,919.5,22387
72.681,3.2237e-18,16.333,919.5,22398
72.694,3.2236e-18,16.667,919.5,22366
72.708,3.2234e-18,17,919.51,22295
72.722,3.2233e-18,17.333,919.52,22189
72.736,3.2232e-18,17.667,919.52,22052
72.75,3.2232e-18,18,919.51,21887
72.764,3.2231e-18,18.333,919.49,21715
72.778,3.2231e-18,18.667,919.47,21564
72.792,3.2231e-18,19,919.44,21434
72.806,3.2231e-18,19.333,919.4,21345
72.819,3.2231e-18,19.667,919.37,21301
72.833,3.2232e-18,20,919.34,21322
72.847,3.2232e-18,20.333,919.32,21416
72.861,3.2232e-18,20.667,919.3,21590
72.875,3.2232e-18,21,919.29,21834
72.889,3.2232e-18,21.333,919.3,22118
72.903,3.2232e-18,21.667,919.31,22437
72.917,3.2231e-18,22,919.32,22724
72.931,3.223e-18,22.333,919.35,22984
72.944,3.2229e-18,22.667,919.38,23188
72.958,3.2228e-18,23,919.42,23359
72.972,3.2227e-18,23.333,919.47,23492
72.986,3.2225e-18,23.667,919.53,23610
73,3.2223e-18,0,919.6,23741
73.014,3.2221e-18,0.33333,919.68,23881
73.028,3.2218e-18,0.66667,919.78,24069
73.042,3.2215e-18,1,919.89,24283
73.056,3.2211e-18,1.3333,920.02,24543
73.069,3.2207e-18,1.6667,920.16,24819
73.083,3.2202e-18,2,920.32,25107
73.097,3.2197e-18,2.3333,920.49,25381
73.111,3.2192e-18,2.6667,920.67,25622
73.125,3.2186e-18,3,920.84,25827
73.139,3.218e-18,3.3333,921.02,25980
73.153,3.2175e-18,3.6667,921.19,26088
73.167,3.217e-18,4,921.35,26124
73.181,3.2165e-18,4.3333,921.5,26097
73.194,3.216e-18,4.6667,921.64,26002
73.208,3.2156e-18,5,921.75,25833
73.222,3.2153e-18,5.3333,921.85,25602
73.236,3.215e-18,5.6667,921.93,25308
73.25,3.2148e-18,6,921.98,24978
73.264,3.2146e-18,6.3333,922.01,24607
73.278,3.2145e-18,6.6667,922.02,24227
73.292,3.2144e-18,7,922.04,23830
73.306,3.2144e-18,7.3333,922.05,23434
73.319,3.2143e-18,7.6667,922.05,23043
73.333,3.2144e-18,8,922.03,22658
73.347,3.2145e-18,8.3333,922,22296
73.361,3.2146e-18,8.6667,921.94,21951
73.375,3.2147e-18,9,921.87,21644
73.389,3.2149e-18,9.3333,921.79,21376
73.403,3.2152e-18,9.6667,921.68,21157
73.417,3.2155e-18,10,921.55,20985
73.431,3.2159e-18,10.333,921.4,20867
73.444,3.2164e-18,10.667,921.23,20803
73.458,3.2168e-18,11,921.05,20772
73.472,3.2173e-18,11.333,920.87,20785
73.486,3.2178e-18,11.667,920.69,20835
73.5,3.2182e-18,12,920.51,20919
73.514,3.2186e-18,12.333,920.35,21031
73.528,3.219e-18,12.667,920.2,21169
73.542,3.2192e-18,13,920.06,21324
73.556,3.2194e-18,13.333,919.95,21485
73.569,3.2196e-18,13.667,919.86,21651
73.583,3.2196e-18,14,919.78,21807
73.597,3.2197e-18,14.333,919.72,21956
73.611,3.2197e-18,14.667,919.67,22086
73.625,3.2196e-18,15,919.63,22199
73.639,3.2196e-18,15.333,919.6,22289
73.653,3.2195e-18,15.667,919.58,22363
73.667,3.2194e-18,16,919.57,22403
73.681,3.2193e-18,16.333,919.57,22413
73.694,3.2192e-18,16.667,919.57,22379
73.708,3.2191e-18,17,919.58,22306
73.722,3.219e-18,17.333,919.59,22197
73.736,3.2189e-18,17.667,919.59,22055
73.75,3.2188e-18,18,919.58,21888
73.764,3.2188e-18,18.333,919.56,21715
73.778,3.2188e-18,18.667,919.53,21563
73.792,3.2188e-18,19,919.5,21434
73.806,3.2188e-18,19.333,919.47,21348
73.819,3.2188e-18,19.667,919.44,21309
73.833,3.2189e-18,20,919.41,21338
73.847,3.2189e-18,20.333,919.38,21444
73.861,3.2189e-18,20.667,919.37,21626
73.875,3.2189e-18,21,919.36,21880
73.889,3.2189e-18,21.333,919.36,22174
73.903,3.2189e-18,21.667,919.37,22492
73.917,3.2188e-18,22,919.39,22792
73.931,3.2187e-18,22.333,919.42,23052
73.944,3.2186e-18,22.667,919.45,23252
73.958,3.2185e-18,23,919.49,23415
73.972,3.2184e-18,23.333,919.53,23537
73.986,3.2183e-18,23.667,919.59,23642
74,3.2181e-18,0,919.67,23759
74.014,3.2179e-18,0.33333,919.74,23883
74.028,3.2176e-18,0.66667,919.83,24053
74.042,3.2173e-18,1,919.94,24251
74.056,3.2169e-18,1.3333,920.07,24493
74.069,3.2165e-18,1.6667,920.21,24752
74.083,3.2161e-18,2,920.36,25023
74.097,3.2156e-18,2.3333,920.53,25283
74.111,3.2151e-18,2.6667,920.7,25512
74.125,3.2145e-18,3,920.87,25705
74.139,3.214e-18,3.3333,921.05,25848
74.153,3.2134e-18,3.6667,921.21,25949
74.167,3.2129e-18,4,921.37,25979
74.181,3.2124e-18,4.3333,921.52,25949
74.194,3.212e-18,4.6667,921.66,25853
74.208,3.2116e-18,5,921.77,25685
74.222,3.2112e-18,5.3333,921.87,25456
74.236,3.211e-18,5.6667,921.94,25165
74.25,3.2107e-18,6,921.99,24839
74.264,3.2106e-18,6.3333,922.02,24472
74.278,3.2105e-18,6.6667,922.04,24097
74.292,3.2104e-18,7,922.05,23704
74.306,3.2103e-18,7.3333,922.06,23311
74.319,3.2103e-18,7.6667,922.06,22924
74.333,3.2104e-18,8,922.04,22538
74.347,3.2104e-18,8.3333,922.01,22177
74.361,3.2106e-18,8.6667,921.95,21833
74.375,3.2107e-18,9,921.88,21527
74.389,3.2109e-18,9.3333,921.79,21260
74.403,3.2112e-18,9.6667,921.68,21044
74.417,3.2115e-18,10,921.55,20875
74.431,3.2119e-18,10.333,921.39,20762
74.444,3.2124e-18,10.667,921.22,20704
74.458,3.2129e-18,11,921.04,20679
74.472,3.2134e-18,11.333,920.86,20699
74.486,3.2138e-18,11.667,920.67,20756
74.5,3.2143e-18,12,920.5,20849
74.514,3.2147e-18,12.333,920.33,20971
74.528,3.215e-18,12.667,920.19,21119
74.542,3.2153e-18,13,920.05,21285
74.556,3.2155e-18,13.333,919.94,21457
74.569,3.2156e-18,13.667,919.85,21634
74.583,3.2157e-18,14,919.77,21800
74.597,3.2157e-18,14.333,919.71,21958
74.611,3.2157e-18,14.667,919.67,22095
74.625,3.2157e-18,15,919.63,22215
74.639,3.2157e-18,15.333,919.6,22310
74.653,3.2156e-18,15.667,919.58,22386
74.667,3.2155e-18,16,919.57,22427
74.681,3.2154e-18,16.333,919.57,22437
74.694,3.2153e-18,16.667,919.57,22401
74.708,3.2152e-18,17,919.57,22325
74.722,3.2151e-18,17.333,919.58,22212
74.736,3.215e-18,17.667,919.59,22068
74.75,3.215e-18,18,919.58,21898
74.764,3.2149e-18,18.333,919.56,21722
74.778,3.2149e-18,18.667,919.53,21570
74.792,3.2149e-18,19,919.5,21442
74.806,3.215e-18,19.333,919.46,21359
74.819,3.215e-18,19.667,919.43,21325
74.833,3.2151e-18,20,919.4,21362
74.847,3.2151e-18,20.333,919.38,21477
74.861,3.2151e-18,20.667,919.37,21668
74.875,3.2151e-18,21,919.36,21934
74.889,3.2151e-18,21.333,919.36,22238
74.903,3.2151e-18,21.667,919.37,22562
74.917,3.215e-18,22,919.39,22867
74.931,3.2149e-18,22.333,919.42,23126
74.944,3.2149e-18,22.667,919.45,23320
74.958,3.2148e-18,23,919.49,23477
74.972,3.2146e-18,23.333,919.54,23588
74.986,3.2145e-18,23.667,919.59,23681
75,3.2143e-18,0,919.66,23784
75.014,3.2141e-18,0.33333,919.74,23893
75.028,3.2139e-18,0.66667,919.82,24047
75.042,3.2136e-18,1,919.93,24227
75.056,3.2132e-18,1.3333,920.05,24451
75.069,3.2129e-18,1.6667,920.19,24694
75.083,3.2124e-18,2,920.34,24950
75.097,3.2119e-18,2.3333,920.5,25198
75.111,3.2114e-18,2.6667,920.67,25415
75.125,3.2109e-18,3,920.84,25596
75.139,3.2104e-18,3.3333,921.01,25727
75.153,3.2098e-18,3.6667,921.17,25814
75.167,3.2093e-18,4,921.33,25834
75.181,3.2089e-18,4.3333,921.48,25793
75.194,3.2084e-18,4.6667,921.61,25688
75.208,3.2081e-18,5,921.72,25510
75.222,3.2077e-18,5.3333,921.81,25275
75.236,3.2075e-18,5.6667,921.88,24983
75.25,3.2073e-18,6,921.93,24658
75.264,3.2071e-18,6.3333,921.95,24297
75.278,3.207e-18,6.6667,921.96,23931
75.292,3.2069e-18,7,921.97,23549
75.306,3.2069e-18,7.3333,921.98,23169
75.319,3.2069e-18,7.6667,921.98,22793
75.333,3.2069e-18,8,921.96,22418
75.347,3.207e-18,8.3333,921.92,22066
75.361,3.2071e-18,8.6667,921.87,21730
75.375,3.2073e-18,9,921.79,21432
75.389,3.2075e-18,9.3333,921.7,21172
75.403,3.2078e-18,9.6667,921.59,20962
75.417,3.2081e-18,10,921.45,20799
75.431,3.2085e-18,10.333,921.3,20692
75.444,3.209e-18,10.667,921.13,20639
75.458,3.2095e-18,11,920.94,20621
75.472,3.21e-18,11.333,920.76,20646
75.486,3.2104e-18,11.667,920.57,20710
75.5,3.2109e-18,12,920.4,20810
75.514,3.2113e-18,12.333,920.24,20938
75.528,3.2116e-18,12.667,920.09,21095
75.542,3.2119e-18,13,919.96,21269
75.556,3.2121e-18,13.333,919.85,21450
75.569,3.2122e-18,13.667,919.76,21635
75.583,3.2123e-18,14,919.69,21810
75.597,3.2123e-18,14.333,919.63,21974
75.611,3.2123e-18,14.667,919.58,22118
75.625,3.2123e-18,15,919.55,22241
75.639,3.2122e-18,15.333,919.52,22340
75.653,3.2122e-18,15.667,919.5,22419
75.667,3.2121e-18,16,919.49,22461
75.681,3.212e-18,16.333,919.49,22469
75.694,3.2119e-18,16.667,919.49,22431
75.708,3.2118e-18,17,919.49,22352
75.722,3.2117e-18,17.333,919.5,22237
75.736,3.2117e-18,17.667,919.51,22090
75.75,3.2116e-18,18,919.5,21917
75.764,3.2116e-18,18.333,919.48,21739
75.778,3.2116e-18,18.667,919.45,21586
75.792,3.2116e-18,19,919.42,21458
75.806,3.2116e-18,19.333,919.39,21376
75.819,3.2117e-18,19.667,919.35,21347
75.833,3.2117e-18,20,919.33,21390
75.847,3.2118e-18,20.333,919.3,21508
75.861,3.2118e-18,20.667,919.29,21708
75.875,3.2118e-18,21,919.29,21981
75.889,3.2118e-18,21.333,919.29,22291
75.903,3.2117e-18,21.667,919.31,22620
75.917,3.2117e-18,22,919.33,22927
75.931,3.2116e-18,22.333,919.35,23183
75.944,3.2115e-18,22.667,919.39,23372
75.958,3.2114e-18,23,919.42,23520
75.972,3.2113e-18,23.333,919.47,23622
75.986,3.2112e-18,23.667,919.53,23703
76,3.211e-18,0,919.59,23794
76.014,3.2108e-18,0.33333,919.66,23891
76.028,3.2106e-18,0.66667,919.75,24031
76.042,3.2103e-18,1,919.85,24200
76.056,3.21e-18,1.3333,919.97,24411
76.069,3.2096e-18,1.6667,920.1,24642
76.083,3.2092e-18,2,920.25,24886
76.097,3.2087e-18,2.3333,920.41,25123
76.111,3.2082e-18,2.6667,920.57,25330
76.125,3.2077e-18,3,920.74,25503
76.139,3.2072e-18,3.3333,920.91,25626
76.153,3.2067e-18,3.6667,921.07,25707
76.167,3.2062e-18,4,921.22,25722
76.181,3.2057e-18,4.3333,921.37,25679
76.194,3.2053e-18,4.6667,921.49,25571
76.208,3.2049e-18,5,921.6,25393
76.222,3.2046e-18,5.3333,921.69,25158
76.236,3.2044e-18,5.6667,921.76,24867
76.25,3.2042e-18,6,921.8,24543
76.264,3.204e-18,6.3333,921.83,24184
76.278,3.2039e-18,6.6667,921.84,23820
76.292,3.2038e-18,7,921.85,23440
76.306,3.2038e-18,7.3333,921.85,23061
76.319,3.2038e-18,7.6667,921.85,22686
76.333,3.2038e-18,8,921.83,22311
76.347,3.2039e-18,8.3333,921.79,21960
76.361,3.204e-18,8.6667,921.74,21625
76.375,3.2042e-18,9,921.66,21328
76.389,3.2044e-18,9.3333,921.57,21070
76.403,3.2047e-18,9.6667,921.45,20863
76.417,3.205e-18,10,921.32,20703
76.431,3.2054e-18,10.333,921.16,20600
76.444,3.2059e-18,10.667,920.99,20553
76.458,3.2064e-18,11,920.8,20540
76.472,3.2069e-18,11.333,920.62,20571
76.486,3.2074e-18,11.667,920.44,20641
76.5,3.2078e-18,12,920.26,20748
76.514,3.2082e-18,12.333,920.11,20885
76.528,3.2085e-18,12.667,919.96,21050
76.542,3.2088e-18,13,919.84,21233
76.556,3.209e-18,13.333,919.73,21423
76.569,3.2091e-18,13.667,919.65,21617
76.583,3.2092e-18,14,919.57,21800
76.597,3.2092e-18,14.333,919.52,21972
76.611,3.2092e-18,14.667,919.47,22123
76.625,3.2092e-18,15,919.44,22252
76.639,3.2091e-18,15.333,919.41,22355
76.653,3.2091e-18,15.667,919.39,22436
76.667,3.209e-18,16,919.38,22478
76.681,3.2089e-18,16.333,919.38,22486
76.694,3.2088e-18,16.667,919.38,22446
76.708,3.2087e-18,17,919.39,22365
76.722,3.2086e-18,17.333,919.4,22246
76.736,3.2086e-18,17.667,919.4,22094
76.75,3.2085e-18,18,919.39,21917
76.764,3.2085e-18,18.333,919.37,21736
76.778,3.2085e-18,18.667,919.34,21580
76.792,3.2086e-18,19,919.31,21450
76.806,3.2086e-18,19.333,919.28,21368
76.819,3.2086e-18,19.667,919.25,21338
76.833,3.2087e-18,20,919.22,21384
76.847,3.2087e-18,20.333,919.2,21502
76.861,3.2088e-18,20.667,919.19,21707
76.875,3.2088e-18,21,919.19,21985
76.889,3.2088e-18,21.333,919.19,22298
76.903,3.2087e-18,21.667,919.21,22629
76.917,3.2087e-18,22,919.23,22937
76.931,3.2086e-18,22.333,919.26,23193
76.944,3.2085e-18,22.667,919.29,23375
76.958,3.2084e-18,23,919.32,23515
76.972,3.2083e-18,23.333,919.37,23608
76.986,3.2082e-18,23.667,919.42,23680
77,3.208e-18,0,919.49,23760
77.014,3.2078e-18,0.33333,919.56,23845
77.028,3.2076e-18,0.66667,919.64,23974
77.042,3.2074e-18,1,919.74,24131
77.056,3.2071e-18,1.3333,919.85,24330
77.069,3.2067e-18,1.6667,919.98,24549
77.083,3.2063e-18,2,920.12,24782
77.097,3.2058e-18,2.3333,920.28,25010
77.111,3.2054e-18,2.6667,920.44,25207
77.125,3.2049e-18,3,920.6,25372
77.139,3.2044e-18,3.3333,920.76,25490
77.153,3.2039e-18,3.6667,920.92,25566
77.167,3.2034e-18,4,921.07,25579
77.181,3.2029e-18,4.3333,921.21,25534
77.194,3.2025e-18,4.6667,921.33,25427
77.208,3.2022e-18,5,921.44,25250
77.222,3.2019e-18,5.3333,921.53,25017
77.236,3.2016e-18,5.6667,921.59,24728
77.25,3.2014e-18,6,921.63,24407
77.264,3.2013e-18,6.3333,921.65,24053
77.278,3.2012e-18,6.6667,921.67,23692
77.292,3.2011e-18,7,921.67,23316
77.306,3.2011e-18,7.3333,921.68,22939
77.319,3.201e-18,7.6667,921.68,22567
77.333,3.2011e-18,8,921.65,22195
77.347,3.2011e-18,8.3333,921.62,21846
77.361,3.2013e-18,8.6667,921.56,21513
77.375,3.2014e-18,9,921.48,21219
77.389,3.2017e-18,9.3333,921.39,20965
77.403,3.2019e-18,9.6667,921.27,20761
77.417,3.2023e-18,10,921.14,20606
77.431,3.2027e-18,10.333,920.98,20509
77.444,3.2032e-18,10.667,920.81,20466
77.458,3.2036e-18,11,920.62,20460
77.472,3.2041e-18,11.333,920.44,20497
77.486,3.2046e-18,11.667,920.26,20574
77.5,3.205e-18,12,920.09,20688
77.514,3.2054e-18,12.333,919.94,20832
77.528,3.2057e-18,12.667,919.8,21006
77.542,3.206e-18,13,919.68,21197
77.556,3.2062e-18,13.333,919.57,21397
77.569,3.2063e-18,13.667,919.49,21600
77.583,3.2064e-18,14,919.42,21791
77.597,3.2064e-18,14.333,919.37,21971
77.611,3.2064e-18,14.667,919.32,22128
77.625,3.2064e-18,15,919.29,22262
77.639,3.2063e-18,15.333,919.26,22369
77.653,3.2063e-18,15.667,919.25,22452
77.667,3.2062e-18,16,919.24,22496
77.681,3.2061e-18,16.333,919.24,22503
77.694,3.206e-18,16.667,919.24,22460
77.708,3.2059e-18,17,919.25,22376
77.722,3.2059e-18,17.333,919.26,22253
77.736,3.2058e-18,17.667,919.26,22097
77.75,3.2058e-18,18,919.25,21916
77.764,3.2058e-18,18.333,919.23,21731
77.778,3.2058e-18,18.667,919.2,21571
77.792,3.2058e-18,19,919.17,21438
77.806,3.2058e-18,19.333,919.14,21355
77.819,3.2059e-18,19.667,919.11,21325
77.833,3.206e-18,20,919.09,21372
77.847,3.206e-18,20.333,919.07,21491
77.861,3.206e-18,20.667,919.05,21701
77.875,3.206e-18,21,919.05,21981
77.889,3.206e-18,21.333,919.06,22297
77.903,3.206e-18,21.667,919.07,22629
77.917,3.2059e-18,22,919.1,22940
77.931,3.2058e-18,22.333,919.12,23193
77.944,3.2058e-18,22.667,919.16,23368
77.958,3.2057e-18,23,919.19,23503
77.972,3.2056e-18,23.333,919.24,23589
77.986,3.2055e-18,23.667,919.29,23652
78,3.2053e-18,0,919.35,23721
78.014,3.2051e-18,0.33333,919.42,23796
78.028,3.2049e-18,0.66667,919.49,23914
78.042,3.2047e-18,1,919.59,24060
78.056,3.2044e-18,1.3333,919.7,24246
78.069,3.2041e-18,1.6667,919.82,24455
78.083,3.2037e-18,2,919.96,24677
78.097,3.2032e-18,2.3333,920.11,24895
78.111,3.2028e-18,2.6667,920.27,25083
78.125,3.2023e-18,3,920.43,25241
78.139,3.2018e-18,3.3333,920.59,25354
78.153,3.2014e-18,3.6667,920.74,25425
78.167,3.2009e-18,4,920.88,25436
78.181,3.2005e-18,4.3333,921.02,25390
78.194,3.2001e-18,4.6667,921.14,25282
78.208,3.1997e-18,5,921.24,25106
78.222,3.1994e-18,5.3333,921.33,24875
78.236,3.1992e-18,5.6667,921.39,24588
78.25,3.199e-18,6,921.43,24271
78.264,3.1988e-18,6.3333,921.44,23920
78.278,3.1987e-18,6.6667,921.45,23563
78.292,3.1987e-18,7,921.46,23189
78.306,3.1986e-18,7.3333,921.46,22815
78.319,3.1986e-18,7.6667,921.46,22446
78.333,3.1986e-18,8,921.44,22076
78.347,3.1987e-18,8.3333,921.4,21731
78.361,3.1988e-18,8.6667,921.34,21401
78.375,3.199e-18,9,921.26,21110
78.389,3.1992e-18,9.3333,921.17,20860
78.403,3.1995e-18,9.6667,921.05,20662
78.417,3.1998e-18,10,920.91,20513
78.431,3.2003e-18,10.333,920.76,20422
78.444,3.2007e-18,10.667,920.59,20385
78.458,3.2012e-18,11,920.41,20385
78.472,3.2017e-18,11.333,920.22,20429
78.486,3.2021e-18,11.667,920.05,20512
78.5,3.2026e-18,12,919.88,20634
78.514,3.2029e-18,12.333,919.73,20786
78.528,3.2032e-18,12.667,919.6,20968
78.542,3.2035e-18,13,919.48,21168
78.556,3.2037e-18,13.333,919.38,21377
78.569,3.2038e-18,13.667,919.3,21589
78.583,3.2038e-18,14,919.23,21788
78.597,3.2039e-18,14.333,919.18,21976
78.611,3.2039e-18,14.667,919.14,22140
78.625,3.2039e-18,15,919.11,22279
78.639,3.2038e-18,15.333,919.08,22390
78.653,3.2038e-18,15.667,919.07,22475
